Snuff Bottle with Orchids,Unidentified Artist,late 18th–early 19th century,"14.40.458a, b",Rock crystal with jadeite stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP293333.jpg,The Metropolitan Museum of Art
Table screen,Unidentified Artist,Unknown Date,02.18.378,Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15029.jpg,The Metropolitan Museum of Art
Fisherman and family,Zhang Lu,16th century,13.220.115,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_220_115.jpg,The Metropolitan Museum of Art
Fragment of a Jar (Study Collection),Unidentified Artist,Unknown Date,1982.464.24,Unglazed gray ware with impressed decoration,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1982_464_24.jpg,The Metropolitan Museum of Art
Belt Hook with Wolf and Dzo,Unidentified Artist,3rd century BCE,2002.201.166,Bronze with traces of gilding,Northwest China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_166_O.jpg,The Metropolitan Museum of Art
Dish,Unidentified Artist,12th–13th century,25.215.7,"Porcelain with celadon glaze, Longquan ware",China,https://images.metmuseum.org/CRDImages/as/mobile-large/62676.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.546,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79020.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,late 19th century,59.170.1,"Silk, metallic thread on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/169842.jpg,The Metropolitan Museum of Art
Page from the Ten Bamboo Studio Manual of Painting and Calligraphy,Hu Zhengyan,first edition printed in 1633,CP73,Individual leaf from a printed book; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-CP73_001.jpg,The Metropolitan Museum of Art
Hanging,Unidentified Artist,16th century,33.172,"Silk, metallic thread;  on silk;  mounted on silk, metallic thread;  inner bands of silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/127215.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,"21.175.50a, b",Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49258.jpg,The Metropolitan Museum of Art
Epitaph for Huangfu Dan (died 604),Unidentified Artist,20th century,1977.375.8,Ink on paper,China,/content/img/placeholders/NoImageAvailableIcon.png,The Metropolitan Museum of Art
Covered Wine Pot,Unidentified Artist,Unknown Date,"24.80.482a, b",Painted enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_482ab.JPG,The Metropolitan Museum of Art
Flask,Unidentified Artist,19th century,04.6.30a–c,Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/31671.jpg,The Metropolitan Museum of Art
Jar with Cover and Saucer,Unidentified Artist,9th–10th century,17.175.2a–c,Porcelain,China (?),https://images.metmuseum.org/CRDImages/as/mobile-large/17_175_2a-c.JPG,The Metropolitan Museum of Art
Sutra cover,Unidentified Artist,16th century,2011.221.1,Plain-weave silk with supplementary weft patterning,China,https://images.metmuseum.org/CRDImages/as/mobile-large/2011_221_1_Strm1.jpg,The Metropolitan Museum of Art
Women in Garden,Unidentified artist,Unknown Date,13.220.108,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_220_108_d1.jpg,The Metropolitan Museum of Art
Landscape with Temple,Unidentified artist,Unknown Date,47.18.45,Fan mounted as an album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154422.jpg,The Metropolitan Museum of Art
Vase with figures in a landscape,Unidentified Artist,late 18th century,29.149.36,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/78417.jpg,The Metropolitan Museum of Art
Flower Pot with Stand,Unidentified Artist,Unknown Date,"13.220.56a, b",Cinnabar lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_220_56ab_O1.jpg,The Metropolitan Museum of Art
"Seated luohan (arhat) in a grotto

",Unidentified Artist,18th century,02.18.640,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14153-052.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,14.40.10,Porcelain with tea-dust glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_10_S_sf.jpg,The Metropolitan Museum of Art
Dish,Unidentified Artist,ca. 1600,24.170.1,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_170_1_O1_sf.jpg,The Metropolitan Museum of Art
Incense Burner of Archaistic Design,Unidentified Artist,Unknown Date,"32.100.449a, b",Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/88136.jpg,The Metropolitan Museum of Art
Water Well with Decoration of Animals and Waves,Unidentified Artist,17th century,1997.268,Stone-slate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-1997_268_001.jpg,The Metropolitan Museum of Art
Rank Badge with Golden Pheasant,Unidentified Artist,early 19th century,30.75.897,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79800.jpg,The Metropolitan Museum of Art
Incense burner,Unidentified Artist,19th century,06.119,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1470.jpg,The Metropolitan Museum of Art
Sages Admiring Waterfall,Unidentified artist,Unknown Date,47.18.135,Fan mounted as an album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153562.jpg,The Metropolitan Museum of Art
Cup (one of a pair),Unidentified Artist,Unknown Date,1993.386.28,Porcelain with white decoration against a blue ground,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1993_386_28-29.JPG,The Metropolitan Museum of Art
Flower-Shaped Clothing Plaque,Unidentified Artist,7th–9th century,2002.556.39,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271874.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,19th century,"21.175.277a, b",Hair crystal with red glass stopper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_277ab_O1.jpg,The Metropolitan Museum of Art
Grasshopper on Rock,Wen Liang,15th century,42.200.5,Miniature from album of eleven paintings; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154473.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,81.1.621,"Cloisonné enamel, copper",China,https://images.metmuseum.org/CRDImages/as/mobile-large/81_1_621.JPG,The Metropolitan Museum of Art
Figure of a woman,Unidentified Artist,4th–3rd century BCE,43.56.2,Baked clay,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-43_56_2_001.jpg,The Metropolitan Museum of Art
Covered jar with ladies and antiques,Unidentified Artist,late 17th–early 18th century,"17.120.201a, b","Porcelain painted in underglaze cobalt blue and powder-blue ground (Jingdezhen ware), wooden base",China,https://images.metmuseum.org/CRDImages/as/mobile-large/36739.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.302,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/78873.jpg,The Metropolitan Museum of Art
"Seated Boddhisattva, Tara, on Lotus Throne",Unidentified Artist,15th century,19.103.1,Framed painting; ink and color on paper,China (?),https://images.metmuseum.org/CRDImages/as/mobile-large/19_103_1.JPG,The Metropolitan Museum of Art
Plaque in the Shape of a Fish,Unidentified Artist,12th–11th century BCE,2004.132,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/2004_132_DP115289.jpg,The Metropolitan Museum of Art
Nine carp,Gong Gu,19th century (?),2018.147a–d,"Set of four hanging scrolls, ink and color on paper",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16218-010.jpg,The Metropolitan Museum of Art
Watching the Phoenix,Unidentified artist,Unknown Date,13.100.31,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/20558.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,02.18.856,Rose quartz,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP279671.jpg,The Metropolitan Museum of Art
Jar,Unidentified Artist,14th century,1991.253.31,"Porcelain with relief decoration, painted in underglaze blue",China,https://images.metmuseum.org/CRDImages/as/mobile-large/1991_253_31.jpg,The Metropolitan Museum of Art
Vase (one of a pair),Unidentified Artist,14th century,1987.247.2,Porcelain with blue-white glaze (Qingbai ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1987_247_2.JPG,The Metropolitan Museum of Art
Belt plaque,Unidentified Artist,3rd–6th century,24.100.11,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_100_11_57007.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.122,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/78848.jpg,The Metropolitan Museum of Art
Vase from sample set of Chinese cloisonné,Unidentified Artist,late 19th century,80.4.4,"Cloisonné enamel, copper alloy, glass",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP228959.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.273a, b",Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_273ab_O1.jpg,The Metropolitan Museum of Art
Tomb guardian beast (Zhenmushou),Unidentified Artist,late 7th–early 8th century,1999.235,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1999_235_O1.jpg,The Metropolitan Museum of Art
Spoon (Bi),Unidentified Artist,late 9th–early 8th century BCE,24.72.20,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP151384.jpg,The Metropolitan Museum of Art
"Tiered Box with Figural Scenes, Flowers, and Birds

",Unidentified Artist,first half of the 15th century,"2015.500.1.12a, b","Black lacquer with mother-of-pearl inlay

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP256098.jpg,The Metropolitan Museum of Art
Engraved Celt,Unidentified Artist,Unknown Date,02.18.341,"Nephrite, pale green with broad band of brown and black staining.",China,https://images.metmuseum.org/CRDImages/as/mobile-large/32958.jpg,The Metropolitan Museum of Art
Comb,Unidentified Artist,Unknown Date,25.186.3,Silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/25_186_3.JPG,The Metropolitan Museum of Art
Sutra Cover,Unidentified Artist,16th–early 17th century,58.118,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/167068.jpg,The Metropolitan Museum of Art
Bowl with peacock (one of a pair),Unidentified Artist,late 19th–early 20th century,65.86.7,Semi-eggshell porcelain with famille rose enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/182556.jpg,The Metropolitan Museum of Art
Plaque in the shape of a fish,Unidentified Artist,11th–10th century BCE,24.51.7,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/56351.jpg,The Metropolitan Museum of Art
Fragment from sample set of Chinese cloisonné,Unidentified Artist,late 19th century,80.4.11,"Cloisonné enamel, copper alloy, glass",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP230669.jpg,The Metropolitan Museum of Art
Buddha Head,Unidentified Artist,"18th century, probably",47.130,Stone,China,https://images.metmuseum.org/CRDImages/as/mobile-large/47_130_F.JPG,The Metropolitan Museum of Art
Avalokiteshvara as Shadakshari Lokeshvara,Unidentified Artist,early 15th century,2002.271,Silk twill damask,China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002.271.jpg,The Metropolitan Museum of Art
Frame with mirror,Unidentified Artist,Unknown Date,02.18.626,"Nephrite, white with greenish tint",China,https://images.metmuseum.org/CRDImages/as/mobile-large/14962.jpg,The Metropolitan Museum of Art
"Chrysanthemums, Rocks, and Grasses Representing Autumn; from Set of Four Panels Representing the Four Seasons",Unidentified Artist,18th century,62.97.32,"Silk, paint;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/SC91413.jpg,The Metropolitan Museum of Art
Gallipot,Unidentified Artist,Unknown Date,65.86.53,Porcelain with blue-grey crackled glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-65_86_53_whs-002.jpg,The Metropolitan Museum of Art
Cricket cage,Unidentified Artist,18th–19th century,28.186.32,"Gourd, jade",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28_186_32.jpg,The Metropolitan Museum of Art
Seal paste box with dragon,Unidentified Artist,19th century,"14.40.301a, b",Soft-paste porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_301ab_O1.jpg,The Metropolitan Museum of Art
Vase with lions,Unidentified Artist,Unknown Date,29.110.55,Cloisonné enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP242367.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.169a, b",Chloromelanite jadeite; wood stand,China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_169ab_O1.jpg,The Metropolitan Museum of Art
First half of Ten Thousand Li of the Yangzi River,Unidentified artist,late 15th century,13.220.1,Handscroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP165823_CRD.jpg,The Metropolitan Museum of Art
Head of a Bodhisattva,Unidentified Artist,ca. 710,42.25.12,Sandstone with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP170147.jpg,The Metropolitan Museum of Art
Paperweight,Unidentified Artist,18th century,02.18.845,Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_845_O2.jpg,The Metropolitan Museum of Art
Cup with butterflies and melons,Unidentified Artist,late 18th century,79.2.643,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_643_O1_sf.jpg,The Metropolitan Museum of Art
Covered bowl with floral pattern,Unidentified Artist,19th century,"09.70.56a, b",Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market ),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86657.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.161,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/78648.jpg,The Metropolitan Museum of Art
Snuff bottle with squirrels,Unidentified Artist,19th century,"21.175.335a, b",Carved polychrome lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP294448.jpg,The Metropolitan Museum of Art
Bottle,Unidentified Artist,Unknown Date,24.80.544,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_544_O1_sf.jpg,The Metropolitan Museum of Art
Covered Jar,Unidentified Artist,Unknown Date,"24.80.161a, b",Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_161_56768.jpg,The Metropolitan Museum of Art
Wilderness Colors,Shitao (Zhu Ruoji),ca. 1700,1972.122a–l,Album of twelve paintings; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP161021.jpg,The Metropolitan Museum of Art
Rank badge with tiger,Unidentified Artist,18th–19th century,60.103.3,"Silk, metal thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-60_103_3_-001.jpg,The Metropolitan Museum of Art
Brush,Unidentified Artist,Unknown Date,02.18.683d,Green jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/74806.jpg,The Metropolitan Museum of Art
